rating,timestamp,helpful_vote,verified_purchase,review,polarity,subjectivity
3,2015-09-11 17:33:07.000,0,True,like product fantastic like product fantastic manufacture variety heavy flow hold good teenager like charge deliver far away find come city 20 minute bummer prefer find store probably buy truly sure,0.316667,0.798148
5,2019-05-12 10:14:07.528,0,True,seriously good try different brand confidently conclude good tasting effective bcaa formula use definitely aids recovery rarely sore anymore,0.400000,0.690476
5,2019-02-02 21:38:51.629,0,True,great investment love cute work far,0.475000,0.837500
5,2018-12-13 19:02:09.258,0,True,recommend purchase mainly preschooler sweep substantial real cleaning adjustable handle sell feature work easy use manage corner,0.266667,0.488889
5,2012-11-11 22:04:57.000,0,True,great tweezer find want tweezer primarily grab eyebrow hair pull easily blade thin maneuver single hair latch hair perfectly align pakistan stainless steel nicely price great bargain highly recommend,0.392190,0.663762
5,2019-11-09 13:29:31.311,4,True,optional buy hat practically speak option sell separately order reduce price point leash cord create increase twisted unexpectedly difficult use day cordless solve throw money irestore suck spend buck right battery,-0.238095,0.845238
5,2018-03-07 19:46:34.654,0,True,kinda heavy wall socket kinda heavy wall socket notice difference use suggest sticky stick wall,-0.200000,0.500000
1,2019-12-17 23:38:09.641,0,True,shock hand hold shock hand hold place try use,0.000000,0.000000
5,2021-11-03 14:28:31.424,0,False,attractive unsealed pine board relevant dowsing engraving large engraved unsealed blond pinewood disc natural earthy simple appropriate dowsing board like graphic butterfly moon phase etc black option appear stunning.<br /><br />lightweight sturdy .. add pendulum,0.230952,0.552381
5,2019-10-30 05:07:41.939,0,True,excelente muy bueno son muy útile la relación precio calidad es muy buena,0.000000,0.000000
3,2016-01-15 07:44:43.000,0,True,love lavender send come pendent ... love lavender send come pendent necklace come clasp pair plier close end fall open lose pendent realize strap neck necklace stayye scarf pendent,0.333333,0.566667
5,2017-05-02 16:18:59.000,12,True,love product terrific day use clean foot shower bend hold place firmly suction cup soft bristle feel pleasant contact foot good feature long bristle clean toe mid area hard nub foot massage massage lay bath right size stand foot room bathroom easy clean rinse water.<br />i place beach house shower summer clean sand dirt foot buy apartment probably christmas gift,0.245159,0.601825
5,2020-01-26 16:09:48.698,0,True,happy use load washer love,0.650000,0.800000
5,2020-02-29 01:21:58.621,0,True,ig sheabutterbaby_beauty check sheabutterbaby_beauty instagram pic jar work,0.000000,0.000000
4,2021-06-30 20:16:11.345,3,True,help definitely goofy look interesting concept idea liquid little inner ring shift car vessel movement provide visual input brain match balance input inner ear luckily 8yo love goofy look fit way small adult imo start positive mindset hard know benefit mental versus actually difference recommend able test time return you.<br />the concept great cheap design work,0.206918,0.490989
5,2022-03-29 13:42:12.714,0,True,omad omad product thing taste good electrolyte ketosis,0.700000,0.600000
5,2020-04-10 17:11:27.611,0,True,order product work great,0.800000,0.750000
5,2020-10-12 15:50:12.611,0,True,hopefully pain away like bery soft,0.100000,0.350000
5,2009-09-20 13:52:02.000,0,True,baby pooh baby book purchase gift granddaughter beautiful spiral center add page scrapbook sort page love sure,0.437500,0.647222
1,2020-02-19 22:32:26.595,0,True,work reviewer,0.000000,0.000000
3,2020-12-04 05:37:56.518,0,True,easily fold nice box tape stay,0.516667,0.916667
1,2018-02-14 00:03:49.031,0,True,star cups able hold skin waste money,0.150000,0.312500
1,2020-01-21 02:40:06.162,2,True,large hands glove work small hand glove fit large hand allow control task use wash dish good grip dish slide hand decide use wash dog work grasp shampoo bottle slip hand shampoo remain glove transfer dog.<br />these glove work people large hand frustrating use,0.156122,0.512245
2,2022-03-02 18:26:33.706,0,True,felt mislead size good product instead xl wide good seal,0.433333,0.533333
5,2014-12-13 21:32:49.000,0,True,star need thank,0.000000,0.000000
5,2022-10-18 18:06:50.117,2,True,surprisingly tasty fishy actually fun eat great snack light lunch taste fishy texture flan crazy oil know good pour salmon juicier taste salmon,0.383333,0.608333
5,2018-02-11 02:50:19.917,0,True,low price/ high quality price affordably extra replacement cushion attach handle work,0.053333,0.313333
5,2014-11-27 00:15:48.000,0,True,highly recommend son love contact company piece miss installation quick respond email ship missing asap include extra ball trouble little pricey love use time,0.113229,0.386250
5,2020-11-13 16:51:28.473,0,True,size use bandage variety pack notice bandage ro variety box large decide stop waste money size want bun hgt right size bleed,0.100000,0.321429
4,2019-05-07 15:44:11.909,15,False,far good factory charge open package able test drive product right away iron high setting straighten hair tame frizz like star need revisit week,0.218435,0.573912
5,2007-01-19 13:44:03.000,1,True,great item need little space bed.<br /><br />easy slip old off.<br /><br />make sure bed skirt handle extra hight,0.242500,0.487778
4,2020-03-05 16:26:17.608,0,True,second time order work fine,0.208333,0.250000
5,2017-06-17 00:05:14.728,0,True,star fit holland grill perfectly,0.700000,0.700000
5,2022-10-09 01:40:21.367,0,True,good pain relief purchase pain relief moisturizer product provide moisture pain relief,0.700000,0.600000
2,2014-08-03 05:31:49.000,0,True,gripe water ok like little remedy think gripe water work,0.156250,0.500000
5,2021-03-27 04:47:59.298,0,True,quality weak yhey fall apart brushing,-0.375000,0.625000
1,2015-10-19 16:29:23.000,3,True,ewww clearly use quarter miss literally look bar code sticker look 34;off.&#34 ok happen sometimes- open thing clearly look shove finger close stick sticker way face shoddy sorry speak actual product help think highly probable item sell new sell period good star,0.089636,0.496121
5,2023-04-28 01:47:16.483,0,False,want forever suffer migraine absolute lifesaver,0.200000,0.900000
1,2021-06-06 04:44:33.229,6,True,terrible purchase fit way recommend,-0.300000,0.700000
5,2016-12-06 13:14:02.000,0,True,favorite use time favorite use time bit spendthrift definitely worth price long time old dishwater smell,0.270000,0.540000
5,2020-05-01 05:17:35.042,0,True,gift son love,0.500000,0.600000
5,2015-06-17 03:06:55.000,0,True,star mix nice base rda,-0.100000,1.000000
1,2021-05-21 01:42:51.155,0,True,small definitely inch like,-0.125000,0.450000
3,2021-10-08 19:04:45.905,0,False,work ok mild odor handle pickle mini fridge use store homemade pickle strong smell isolated.<br /><br />i hope deodorizer able luck bet work fine normal fridge odor decent size carbon insert big 26ft3 fridge.<br /><br />it'll work air circulate hindsight work mini fridge good circulation,0.355556,0.541667
5,2022-11-07 21:26:20.534,0,True,send friend help motion sickness good fit work,0.550000,0.500000
5,2020-07-05 02:48:39.702,0,True,good quality buy aid kit bag good quality use little case stash mad money purse,0.146875,0.675000
1,2021-01-10 23:29:31.385,1,True,potent smell holy cow stuff strong smelling like rub vicks vapo rub nose fan,0.266667,0.466667
5,2022-04-23 14:18:04.812,0,False,good item dog,0.700000,0.600000
5,2016-05-31 02:01:19.000,0,True,stars fitbit amazing,0.600000,0.900000
5,2020-12-22 19:41:15.435,0,True,calcium best,1.000000,0.300000
5,2021-03-10 06:03:28.333,0,True,good portable heating pad look portable heating pad pain find unit come rechargeable battery easy use temperature setting high medium low heat fast feel heat wear jacket pad vibration mode different massage intensity comfortable use hot compress massage time day use happy purchase highly recommend,0.310333,0.666333
5,2019-12-19 02:40:27.903,3,True,super white work brush tooth,0.166667,0.333333
5,2019-05-03 21:53:19.001,0,True,nice custom craft mild flavor neat flavor nice work feel special chew,0.472619,0.767857
5,2016-06-06 21:53:22.000,0,False,cute luxurious cut great gift lady age bath feel like spa,0.650000,0.875000
5,2016-08-24 08:35:25.000,0,True,star nice,0.600000,1.000000
5,2017-01-13 11:27:25.000,0,True,star right,0.285714,0.535714
5,2017-04-16 22:35:48.000,0,True,great price market,0.800000,0.750000
5,2022-05-22 15:58:28.684,0,True,best dog toothbrush good dog toothbrush use handle design lot easy grip brush head easy way hard reach area,0.455000,0.621667
5,2019-04-22 23:39:39.982,0,True,expect expect,0.000000,0.000000
5,2021-07-18 03:53:25.680,0,True,love product great product help stretch feel good use chiropractor twice monthly month chiropractor great product,0.700000,0.675000
5,2020-08-19 00:05:17.266,0,False,good machine good razor machine buy incredibly soft cutting dircret love little machine,0.202083,0.591667
5,2016-05-30 21:38:53.000,0,True,star great way store essential oil,0.400000,0.525000
5,2019-02-18 22:09:59.354,12,True,good lead light market good thing buy heal body led light 1500 mw lightdoctor 8000mw 6x powerful use led light long weak compare use led acute injury like twist ankle dancing overdo hike long pain use think understand unit powerful 6000 laser unit honestly incredible deal ask light.<br /><br />i mainly use chronic injury pain tear ligament muscle strain find speed process healing pain fast ligament fully heal use spine daily yoga practice yoga position incredibly relaxing know treat spinal cord profound thing use brain injury led know help repair brain damage.<br /><br />the unit love minute timer unit old led light severe burn fall asleep accident happen unit automatically turn switch want use minute brain plug screw directly light prevent cord fall use happen led light case easy transport light office book come write realize way symptom use light for.<br /><br />i use client session work body know light prevent sore later buy light rent private bodywork practice.<br /><br />the customer service great issue person phone kind issue resolve right away email contact technical support prompt reply on.<br /><br />i travel internationally honestly little light look forward buy unit rent client helpful clients.<br /><br />i recommend lead light client lot junk led market beware led biomat low potency medicinal like lightdoctor think household need,0.316393,0.614929
3,2020-07-06 21:46:07.972,0,True,glove interesting packaging glove come tiny wrap square useful carry you.<br />i like plastic thin environment glove small size actually fit child 12 year old time order large,0.108036,0.409821
5,2016-10-07 03:08:01.000,1,True,star help tension headache,0.000000,0.000000
1,2018-09-19 03:35:15.504,0,True,stay faucet poorly pop faucet,-0.400000,0.600000
4,2014-06-23 22:54:11.000,0,True,solid sound machine sleep sound machine year overall hold hear motor rotate whir air bother fiance apart apply lube motor shaft reduce sound overall recommend product look block noise help sleep,0.200000,0.216667
4,2014-01-23 13:51:19.000,0,True,al hijamah/ wet cupping review choose star cup properly suction great wife time user recommend product professional use,0.200000,0.337500
5,2019-10-24 02:12:59.643,0,True,fast need bag little small realize work wonderfully need,0.190625,0.625000
5,2019-01-28 00:22:30.799,0,True,topper cupcake cute adult cupcake small good cupcake,0.262500,0.575000
1,2016-12-21 19:41:44.000,0,True,eh stuff inside exactly describe ok cheaply rip pop properly come price tag 3.99 pay frustrating,0.150000,0.490000
5,2021-07-28 17:38:17.308,0,True,wow love lavender smell good,0.433333,0.733333
4,2016-05-31 00:31:04.000,0,True,star good wish ertr large,0.457143,0.514286
5,2019-09-06 16:15:09.757,0,True,work love stay warm love smell bad heat unlike bean rice corn,0.225000,0.616667
5,2020-09-16 07:28:32.897,0,True,great product work definitely able breathe easy,0.577778,0.736111
5,2014-07-31 11:21:53.000,0,True,big difference properly sized cuff big difference properly sized cuff,0.000000,0.100000
5,2016-09-29 17:31:48.000,1,True,great roller bottle love leak far perfect size blend oils!<br /><br />notes blue bit dark photo hard label stick outside,0.244792,0.555208
5,2017-08-11 06:44:13.791,0,False,like straw come individually wrap probably ... like straw come individually wrap probably drink boba tea daily basis end getting throw knock kitchen drawer perfect size bubble tea pearl,0.250000,0.450000
5,2022-09-24 01:24:02.974,0,False,hatteker mens electric shaver videoid de896d6604468f1deb9b5069b6dacd28 outstanding machine want badly school forget time shape home handy portable convenient life wonderfully easy.<br /><br />pros super portable colmado perform wonder easy clean mirror magnetic plate seal cap usb type bring power brick delightful ask more.<br /><br />cons br /><br />to seller thank purchase possible ask more.<br /><br />final thoughts grab amazon wrong,0.303333,0.854167
2,2021-04-29 23:42:52.343,0,True,far good far contaminate medium agar plate grain jar attempt transfer grain liquid culture specie different seller 15 total transfers).<br />will update attempt prove successful,0.275000,0.816667
5,2020-12-06 17:13:19.582,0,True,cute container sit nightstand remind pill pretty look like pill container touch home decor,0.375000,1.000000
5,2018-04-04 00:55:37.705,0,True,good color use good color use rich deep beautiful leave absolutely stain tub sink skin good,0.503571,0.692857
3,2008-10-15 17:05:30.000,12,False,clock work fine sound nice look good bulky want need bring different site practice recall read bell sound actually -an electronically produce sound bells- live bell naively think size pyramid.<br />having bulky pyramid need accommodate small chip timer meditation clock general expensive era chip electronic captive market pay recommend let wanting specialized timer practice settle expensive clock timer market need hear bell meantime continue practice let judgment lifespan clock pass.<br />in kindness,0.116869,0.560000
1,2020-05-07 16:34:19.008,0,True,dumbest thing buy long time sponge come instruction try wet dry wet skin result way flake dry skin come special way use seller let people know,-0.004365,0.495238
5,2018-05-16 20:36:28.353,3,True,great taste great product glad amazon taste pretty good use workout highly recommend,0.535000,0.773333
3,2017-06-13 22:24:40.242,0,True,little small expect think ... little small expect think tad big fit palm hand wish speed setting powerful guess pay overall product work job complaint,-0.052778,0.388889
5,2019-02-11 17:28:39.269,0,True,discourage fetal cat use product discourage feral cat house work great far barrier,0.450000,0.875000
5,2017-01-06 03:57:16.000,6,True,buy spray squeeze bottle leka work describe drip invert use cover nozel perfect clean clean unit dishsoap use nozel cover hold nicely shake soapy water.<br /><br />i've try stupid airlock work,0.306667,0.880000
1,2021-02-14 19:44:45.569,0,True,poor tray cheaply poor quality cup holder small inconvenient like recommend tip easily unsafe,-0.243333,0.686667
5,2020-08-31 19:31:03.607,0,True,good price time best price time,0.850000,0.450000
1,2021-11-29 18:07:58.640,1,True,broken buy advent calendar teen arrive broken return allow,-0.266667,0.266667
2,2018-06-01 23:27:40.242,1,True,like hot .... buy like form product size perfect covering soft flexible love washable hot lukewarm time leave negative review return return,0.300000,0.675000
1,2018-06-21 16:23:42.664,0,True,work waste money work,-0.200000,0.000000
2,2020-03-08 09:49:39.842,0,True,work ... eat medjool date dessert orange slice work lot money,0.000000,0.000000
5,2021-07-03 15:53:01.247,1,True,turmeric day doc away originally start turmeric anti inflammatory heart health low blood pressure work great addition discover help inflammation knee elbow old sport injury c3 complex great daily past week old knee injury feel allow trail run tendonitis completely away probably climbing lol believe absorption brand black pepper extract worth try try lower blood pressure prone sport injury suffer old,0.197024,0.388095
5,2020-12-10 18:54:09.798,0,True,work great work great ear discomfort mask,0.800000,0.750000
5,2021-11-24 21:09:50.739,0,True,th real pretty lcomplimenot,0.375000,1.000000
4,2015-06-08 15:15:33.000,0,False,stars nice product,0.600000,1.000000
2,2019-12-19 04:35:55.473,0,True,tissue good price description come bag tag tissue bag tag tissue buy tissue cause think suppose come little disappointed,-0.079167,0.616667
2,2016-12-08 02:04:21.000,1,True,soundtight tight fit ear ... soundtight tight fit ear fall stop use right away return,0.145714,0.381429
4,2022-05-17 16:38:22.491,0,True,little complicated help occasionally pain wife constant neck pain device help use simple tens machine decide use hsa money splurge bit feature explore probably easy program job pain feel impossible bend device let pain subside year come handy easy charge charge use use time definitely recommend,0.011250,0.638214
5,2021-03-07 17:09:10.656,0,True,aunt like fitness ball fitness ball auntie love indoor fitness like yoga pilates chinese exercise love,0.333333,0.400000
5,2012-05-05 16:59:45.000,49,True,yes yes review product favorably twice 1st purchase bottle 2nd purchase bottle 3rd purchase bottle purchase follow thing help son tolerate pain chronic urticaria,0.000000,0.000000
1,2022-03-12 02:28:07.607,0,True,waste money wish product zero star save money buy,-0.200000,0.000000
5,2022-10-05 01:58:41.371,0,True,good product buy puppy good quality,0.700000,0.600000
5,2020-07-20 14:11:37.969,0,True,work intend work great purchase friend need badly tell body hot ache away new body like forcea stand straighter work describe,0.121591,0.680303
5,2018-04-23 02:48:34.126,0,True,star super fast delivery great price order,0.444444,0.672222
5,2019-08-01 12:50:12.627,0,True,great product fit snug stay cheater drive vision,0.600000,0.575000
5,2016-12-31 05:38:03.000,0,True,perfect chair perfect saddle chair love chair year high quality good chair,0.672000,0.748000
5,2021-06-18 19:32:04.636,0,True,perfect little scooter sturdy secure load basket goody,0.404167,0.700000
5,2021-05-07 11:23:38.656,7,True,success 90 try start 21 21 pant size 18 pound sleep night feel good decide low carb life style change calorad work,0.333333,0.300000
5,2019-01-01 20:36:25.160,0,True,good quality dad caretaker mom good liner far option liner buy wish price drop little use regular basis,0.262500,0.555385
1,2021-01-26 21:58:27.857,9,True,mask brace shape incorrectly unusable buy mask brace look like knockoff fix mask product strap brace way small small average adult woman base shape head strap pull wearer ear strap mask pull wearer eyeball design issue sizing issue,-0.270000,0.500000
5,2022-03-15 20:01:44.245,0,True,great natural veggie pickle try maintain healthy gut flora natural fermentation study read good way like product allow veggie choose pickle crispy fridge,0.440000,0.530000
5,2017-08-11 02:15:57.443,0,True,worth wanna funk place scent clean ability exceed expectation,0.333333,0.400000
1,2018-02-02 17:32:03.914,1,True,star wax come holder twist,0.000000,0.000000
4,2016-02-16 19:34:04.000,0,True,like use product day reserve right modify entry later cosmetically attractive brush small compact tin nice tough small easily hold hand horse hair bristle soft feel good beard skin quality high grade complaint,0.157513,0.557698
5,2021-08-06 01:50:59.690,0,True,noticeable improvement husband glad buy supplement notice improvement stamina athletic activity weight lifting gym like product usa,0.500000,1.000000
1,2021-05-18 10:35:54.727,1,True,bottle break love product bottle receive lid break tape lid far bottle store break picture try buy store,0.300000,0.800000
4,2020-07-20 18:27:04.293,0,True,purchase great taste mix shake use vitamix like additional additive fake sugar purchase sale amazon great price,0.366667,0.833333
1,2021-05-14 03:44:13.175,0,True,need sharpen arrive pre dull wait use trip start week ago mistake trip choose look grubby tug whisker,-0.291667,0.500000
5,2020-04-19 21:48:34.324,0,True,good family good quality nice soft,0.525000,0.637500
4,2019-07-22 00:12:05.715,0,True,durable super soft good value money durable,0.377778,0.538889
5,2020-10-05 19:05:24.751,0,True,great product great price redo furniture profession happy definitely great value use,0.800000,0.812500
2,2014-12-03 18:27:34.000,1,True,fully adjustable ok actually glad thing available need support sorely disappointed description 34;fully adjustable&#34 best cradle fully adjustable easy inexpensive manufacturer bother band support wide fit belly hook eye closure set eye space far apart right way loose tight hurt option set eye adjustable bra type tightener additional band wrap hip like simple belly band belly outgrow velcro adjust degree need belly grow shame expensive fall short needless way decent discount return guess alteration annoy,0.098836,0.570459
5,2023-04-02 17:32:59.399,0,True,love love ... buy result look pay pedicure,0.500000,0.600000
4,2021-01-31 06:21:54.532,1,True,good smell linger clothe washer actual product product good job job,0.466667,0.433333
5,2021-12-30 21:26:40.139,0,True,pretty insert cake nice purple shade glitter trim look like party,0.425000,1.000000
5,2020-01-17 01:44:57.089,0,True,eliminate odor minute buy office speech therapist school work smelly teenager quarter size typical classroom check eliminate germ mold definitely eliminate odor like plenty stinky student bring lunch smell use linger entire day minute sound low humming similar central air unit mind student complain notice definitely recommend product probably buy home,0.029167,0.434375
1,2021-06-02 19:00:13.748,0,True,cheap quality hour clean bathroom bedroom rip cheap quality glove use,0.388889,0.700000
2,2019-10-20 01:45:37.502,0,True,overpriced read description guess product look feel way rip guess read 16 guest package plate package napkin 17.00 way way way overpriced party store pay 2.00 package save 10.00 guess point read description think cup stuff,0.000000,0.000000
2,2020-11-30 22:41:36.534,0,False,difficult independently overall structure form reflect promising think design try wear it.<br />its manual clear effortless step step way properly unfortunately correlate product hard independently assist try day end hurt time.<br /><br />when finally manage apparent observation panel terribly curl shape armpit pad strap align target area multiple adjustment different velcro point way cover instructions).<br /><br />i'm 5'8 small medium build person know large product size issue range body measurement experience product need major improvement design documentation reassessment size currently err small end,-0.127346,0.507563
1,2021-02-16 16:24:00.674,0,True,terrible product buy bad experience overall,-0.566667,0.555556
5,2016-08-01 20:59:07.000,0,True,star good taste stevia blend world,0.700000,0.600000
1,2020-09-15 12:42:43.241,0,True,junk starter arrive shrink wrap plastic bag sponge smushe regain shape quality poor sponge come sponge heads.very cheaply,0.000000,0.650000
5,2018-11-21 13:41:04.840,4,True,great sensitive lip prone cold sore dry lip addicted constantly chapstick product soothe smell great great sensitive lip,0.170370,0.731481
5,2022-03-15 04:08:23.813,0,True,work promise great work promise nice quality,0.700000,0.875000
5,2021-09-01 21:02:30.598,5,True,worth buy product work tartar calculus work brushing feel come whiten tooth bit highly recommend,0.230000,0.320000
4,2020-04-02 15:38:37.206,1,True,simple idea work ok leeway lock need lanyard hole,0.250000,0.428571
5,2022-02-25 12:32:34.602,1,False,amazing picky foot need pedicure use daily use shower highly recommend great value price,0.390000,0.547500
5,2015-07-21 16:11:11.000,1,True,great company difference hair growth gradual patient supplement work btw pure biotin,0.507143,0.625000
5,2016-09-12 17:59:01.000,1,False,regular fish oil today diet need extra help supplement love horrible eater lifestyle fast pace help area jump board smell sensitive smell recommend stick freezer like time day remember time day benefit supplement easy look forward benefit,0.033333,0.587179
5,2017-12-18 16:56:46.397,0,True,stars handy container pick road work brush pick work,0.600000,0.900000
4,2016-08-16 21:31:16.000,0,True,lightweight lightweight brother like wish hookup wheelchair van purchase ...,0.000000,0.000000
5,2018-12-31 14:48:14.689,0,True,purchase love,0.500000,0.600000
5,2014-02-10 03:18:49.000,0,True,star legacy brass urn terrific great quality thing want hold love thank,0.433333,0.783333
2,2020-12-04 21:32:27.387,0,True,waste tissue tissue hard newly open waste attractive packaging .. practical,0.021667,0.408333
5,2018-02-06 23:04:07.752,0,True,daughter love unicorn balloon inflate unicorn column balloon highlight party daughter love unicorn balloon inflate easy install,0.477778,0.677778
2,2017-08-31 16:12:26.267,0,True,immediate effect cheap brand buy try upgrade cramp positive effect,0.313636,0.622727
5,2015-11-22 00:49:58.000,1,True,favorite purse size hairspray love :),0.500000,0.866667
5,2020-06-12 17:31:28.043,0,True,cute pastel purple delightful,0.750000,1.000000
2,2015-01-16 21:48:23.000,0,True,workmanship nice stone beautiful lapis lapis piece rock lapis grey like cut edge formation expect jewelry want actual lapis,0.350000,0.550000
5,2022-11-09 04:35:54.885,0,True,great buy bottel color supper durable great quality material,0.800000,0.750000
5,2019-08-29 00:24:57.390,1,True,comfortable sister love orthopedic sell,0.450000,0.700000
1,2021-05-07 17:30:19.684,0,True,es necesario lo compraría de nuevo mejor utilizar una plancha un rizador,0.000000,0.000000
1,2021-03-10 00:02:01.855,1,True,use fit dislike cover seal use,0.400000,0.400000
5,2016-03-21 08:27:01.000,0,True,backnobber great tool tight muscle physical therapist buy home good purchase,0.330357,0.444643
5,2019-10-30 01:29:22.752,0,True,durable plate great bundle football party,0.800000,0.750000
5,2014-06-03 12:25:05.000,9,True,good stuff healing lot application active dog forum discussion value calendula officianalis form tea treat skin condition sure help dog trouble inflame gum tooth need extract find chew wad calendula flower great job getting swell expect stuff prove useful kid mother stove blow use calendula speed healing widespread degree burn .with great results.<br />meanwhile flower kinda pretty find nice glass jar shelf seen.<br />btw oz expect need quart sized container stuff plastic bag come,0.401852,0.643210
3,2016-08-02 15:53:50.000,0,True,star arrive time 100 mention,0.000000,0.000000
3,2016-07-07 03:52:41.000,0,True,work blow dry hair ... work hope hair straight lot volume work blow dry hair defeat purpose,0.022222,0.533333
2,2022-10-21 12:27:38.775,7,False,work everybody hair type,0.000000,0.000000
1,2020-01-12 04:29:05.375,0,True,broken came broken,-0.400000,0.400000
5,2022-09-13 17:27:32.631,0,True,smell good product smell good clean,0.588889,0.633333
5,2020-11-07 15:12:47.349,1,True,work application actually buy product polish light scratch plastic lens reading glass work like charm,0.200000,0.400000
1,2018-04-30 18:51:40.464,2,True,nasty .... nasty .... order place,-1.000000,1.000000
2,2014-07-02 01:13:31.000,1,True,great price cascade use powder new dishwasher hard water,0.214899,0.582071
2,2015-07-15 17:28:45.000,0,True,snack size good texture flavor good portion small constitute snack,0.383333,0.533333
3,2021-01-02 20:47:44.299,2,True,serviceable gift boyfriend word light barely look cool functional like fine big flame candle hope help,0.243333,0.410000
1,2020-06-07 14:21:16.977,0,True,order april arrive june finally arrive poor quality extra fun arrive return window close,-0.025000,0.475000
5,2011-10-08 05:08:54.000,2,True,good hand soap past trip pocket /purse sure quick hand wash great product good value,0.463889,0.598148
5,2018-04-26 21:00:15.100,1,True,star yummy,0.000000,0.000000
5,2021-04-01 22:13:57.169,0,True,easy install look great easy install look great,0.616667,0.791667
1,2021-10-13 13:19:47.507,2,True,worth price smell initially strong stick clothe body month spring start cause numbness worth high cost,0.298333,0.368333
5,2020-04-30 15:46:20.103,0,True,maintain overall health speak doctor adrenal fatigue fluctuate cortisol level addition cortisol adrenal gland responsible synthesis different hormone play vital role body suffer fatigue unknown cause cortisol level come adrenal gland product great help maintain body normal level highly recommend suffer fatigue,0.163750,0.511250
3,2021-06-01 12:10:54.757,0,True,okay need unit trim mustache head wide great beard plenty power like use man beard man like minor facial hair good tool job mustache little large,0.234598,0.422321
1,2021-03-05 00:55:09.405,0,True,work unfortunately product work effectively deter cat yard day,0.050000,0.900000
4,2016-06-11 14:29:57.000,2,False,love product receive product discount price exchange honest review want know ... leave 34;5 star&#34 rate product review love product continue use and/or purchase price leave review customer want purchase product unsure review help way help leave 34;thumbs up&#34 review check profile review review want buy :) br /><br receive product research decide slightly pleased result current 42 triple want perky breast wear bra time feel comfortable look natural way 34;girls&#34 look nice money pay surgery want knife able jump chance month consistent notice slight lift breast think breast grow ok ... want double breast .. lol thing suggest stomach nice size glass water ... feel work way,0.386458,0.621354
4,2015-05-25 19:11:59.000,2,True,decent substitute add favorite drink add carbonate water ... convenient tasty use individually package powdered version find anymore decent substitute add favorite drink add carbonate water diet 7up hard rate success try possible maximize joint health,0.167708,0.659375
1,2022-10-07 11:42:57.341,0,True,long love heated eyelash curler month stop charge,0.225000,0.500000
5,2022-04-07 17:58:23.979,2,True,update ... good job pretty good review trap animal hair .. good job hair ... filter hard clean ... think rinse need vacuum ... buy .. update ... company try help offer refund ..,0.345238,0.577381
5,2016-03-09 17:39:23.000,0,True,star favorite great scent,0.650000,0.875000
4,2014-08-04 19:46:30.000,0,False,... free sample tooth paste great leave mouth clean receive free sample tooth paste great leave mouth clean buy product future,0.447619,0.660714
5,2018-01-31 13:06:43.463,0,True,star great product,0.800000,0.750000
5,2020-06-22 17:55:09.899,0,False,great masks great price buy 250 mask wyze 19.99 terrific price water blow candle test mask pass fly color probably use 40 50 mask far mask ear loop pop plan buy family thank wyze,0.500000,0.880000
5,2021-01-02 00:43:25.444,0,True,good ok,0.600000,0.550000
4,2019-01-03 23:35:18.594,0,True,normal dude got skinny 6’5 240 lb little big belly overly big barely fit small,0.018750,0.358333
5,2014-03-06 20:47:55.000,0,True,seriously future little robot vacuum house scale talk computer track people home?<br /><br />ridiculous.<br /><br />i holiday cash mean looooove want track weight w/o think awesome.<br /><br />it try set w/ wireless bit frustrating overall 10 minute worry,-0.151389,0.368750
4,2019-11-24 20:17:18.999,0,False,great pain relief buy neck pain issue day wear notice big difference end night body usually hurt significantly painful normal,0.000000,0.530000
5,2020-01-17 17:32:10.747,0,True,lovely use rose water spray scent heavenly scent remain week twice daily use skin sign rejuvenation wow,0.300000,0.675000
4,2020-06-03 21:07:40.344,0,True,regular energy drink pill day work feel help digest fast feel energy help regular help feel bloated product great feel change body,0.250000,0.375962
3,2018-07-29 17:57:53.174,2,True,include isolate sound isolator isolator work great expensive kind price think lanyard throw lanyard fine like isolate pricey need lanyard lose week,0.343333,0.650000
4,2016-12-15 03:55:34.000,1,True,painful start supplement use product couple month help sore knee painful start supplement,-0.700000,0.900000
1,2021-10-28 13:57:42.271,1,True,design terrible awful fall spill laundry room hot glue stop constant spill want diy buy,-0.437500,0.795833
4,2021-06-02 16:49:30.513,0,True,daily soon know soon know,0.000000,0.000000
5,2017-11-10 15:44:53.267,3,True,perfect work try past apply magnesium spray follow arnica gel turn little ball gooo skin perfect combination,0.390625,0.687500
2,2021-02-06 13:01:47.937,0,True,happy remove stain state happy fact unable return,0.366667,0.833333
5,2018-10-10 03:31:20.104,1,True,happy good quality buy twice,0.750000,0.800000
5,2021-01-05 09:00:56.450,0,False,cute durable storage bag little drawstre bag different unique unlike organza bag snag tear durable cotton fabric hold small item cinch tightly closed drawstring weave tightly nicely finish wooden bead lend charming look product overall quality bag exceed expectation,0.163750,0.560000
3,2020-04-28 12:22:01.798,1,True,nice happy perfect need star sticker stick,0.800000,1.000000
5,2021-01-04 09:01:08.150,0,True,good storage great,0.750000,0.675000
1,2020-12-20 19:52:32.083,0,True,disappointed photo adult size child photo original 20 send adult young child way small photo adult concern advertisement item want refund correct size adult contact matter,-0.015625,0.437500
5,2020-12-16 21:11:54.747,0,True,help amazing thing actually think review buy work comfy wear write review order item :),0.366667,0.666667
5,2018-10-04 15:49:25.826,0,True,great photo collage good quality number mean helium balloon fill air stick wall hang ceiling,0.395833,0.679167
